trip_id,start_time,end_time,headway_secs,exact_times
11D-R02,06:00:00,09:00:00,600,0
11D-R02,09:00:00,16:00:00,1200,0
11D-R02,16:00:00,20:00:00,600,0
11D-R02,20:00:00,22:00:00,1200,0
11K-R01,05:00:00,06:00:00,1200,0
11K-R01,06:00:00,09:00:00,600,0
11K-R01,09:00:00,16:00:00,1200,0
11K-R01,16:00:00,20:00:00,600,0
11K-R01,20:00:00,22:00:00,1200,0
11K-R02,05:00:00,06:00:00,1200,0
11K-R02,06:00:00,09:00:00,600,0
11K-R02,09:00:00,16:00:00,1200,0
11K-R02,16:00:00,20:00:00,600,0
11K-R02,20:00:00,22:00:00,1200,0
11M-R01,05:00:00,06:00:00,1200,0
11M-R01,06:00:00,09:00:00,600,0
11M-R01,09:00:00,16:00:00,1200,0
11M-R01,16:00:00,20:00:00,600,0
11M-R01,20:00:00,22:00:00,1200,0
11M-R02,05:00:00,06:00:00,1200,0
11M-R02,06:00:00,09:00:00,600,0
11M-R02,09:00:00,16:00:00,1200,0
11M-R02,16:00:00,20:00:00,600,0
11M-R02,20:00:00,22:00:00,1200,0
11Q-R06,05:00:00,06:00:00,1200,0
11Q-R06,06:00:00,09:00:00,600,0
11Q-R06,09:00:00,16:00:00,1200,0
11Q-R06,16:00:00,20:00:00,600,0
11Q-R06,20:00:00,22:00:00,1200,0
11Q-R05,05:00:00,06:00:00,1200,0
11Q-R05,06:00:00,09:00:00,600,0
11Q-R05,09:00:00,16:00:00,1200,0
11Q-R05,16:00:00,20:00:00,600,0
11Q-R05,20:00:00,22:00:00,1200,0
11-R02,05:00:00,06:00:00,600,0
11-R02,06:00:00,09:00:00,300,0
11-R02,09:00:00,16:00:00,600,0
11-R02,16:00:00,20:00:00,300,0
11-R02,20:00:00,22:00:00,600,0
11-R03,05:00:00,06:00:00,600,0
11-R03,06:00:00,09:00:00,300,0
11-R03,09:00:00,16:00:00,600,0
11-R03,16:00:00,20:00:00,300,0
11-R03,20:00:00,22:00:00,600,0
12A-R03,05:00:00,06:00:00,1200,0
12A-R03,06:00:00,09:00:00,600,0
12A-R03,09:00:00,16:00:00,1200,0
12A-R03,16:00:00,20:00:00,600,0
12A-R03,20:00:00,22:00:00,1200,0
12A-R04,05:00:00,06:00:00,1200,0
12A-R04,06:00:00,09:00:00,600,0
12A-R04,09:00:00,16:00:00,1200,0
12A-R04,16:00:00,20:00:00,600,0
12A-R04,20:00:00,22:00:00,1200,0
12B-R03,05:00:00,06:00:00,1200,0
12B-R03,06:00:00,09:00:00,600,0
12B-R03,09:00:00,16:00:00,1200,0
12B-R03,16:00:00,20:00:00,600,0
12B-R03,20:00:00,22:00:00,1200,0
12B-R04,05:00:00,06:00:00,1200,0
12B-R04,06:00:00,09:00:00,600,0
12B-R04,09:00:00,16:00:00,1200,0
12B-R04,16:00:00,20:00:00,600,0
12B-R04,20:00:00,22:00:00,1200,0
12F-R01,05:00:00,06:00:00,1200,0
12F-R01,06:00:00,09:00:00,600,0
12F-R01,09:00:00,16:00:00,1200,0
12F-R01,16:00:00,20:00:00,600,0
12F-R01,20:00:00,22:00:00,1200,0
12F-R02,05:00:00,06:00:00,1200,0
12F-R02,06:00:00,09:00:00,600,0
12F-R02,09:00:00,16:00:00,1200,0
12F-R02,16:00:00,20:00:00,600,0
12F-R02,20:00:00,22:00:00,1200,0
12H-R01,05:00:00,06:00:00,1200,0
12H-R01,06:00:00,09:00:00,600,0
12H-R01,09:00:00,16:00:00,1200,0
12H-R01,16:00:00,20:00:00,600,0
12H-R01,20:00:00,22:00:00,1200,0
12H-R02,05:00:00,06:00:00,1200,0
12H-R02,06:00:00,09:00:00,600,0
12H-R02,09:00:00,16:00:00,1200,0
12H-R02,16:00:00,20:00:00,600,0
12H-R02,20:00:00,22:00:00,1200,0
12P-R01,05:00:00,06:00:00,1200,0
12P-R01,06:00:00,09:00:00,600,0
12P-R01,09:00:00,16:00:00,1200,0
12P-R01,16:00:00,20:00:00,600,0
12P-R01,20:00:00,22:00:00,1200,0
12P-R02,05:00:00,06:00:00,1200,0
12P-R02,06:00:00,09:00:00,600,0
12P-R02,09:00:00,16:00:00,1200,0
12P-R02,16:00:00,20:00:00,600,0
12P-R02,20:00:00,22:00:00,1200,0
12-R05,05:00:00,06:00:00,600,0
12-R05,06:00:00,09:00:00,300,0
12-R05,09:00:00,16:00:00,600,0
12-R05,16:00:00,20:00:00,300,0
12-R05,20:00:00,22:00:00,600,0
12-R04,05:00:00,06:00:00,600,0
12-R04,06:00:00,09:00:00,300,0
12-R04,09:00:00,16:00:00,600,0
12-R04,16:00:00,20:00:00,300,0
12-R04,20:00:00,22:00:00,600,0
L13E-R03,05:00:00,06:00:00,600,0
L13E-R03,06:00:00,09:00:00,300,0
L13E-R03,09:00:00,16:00:00,600,0
L13E-R03,16:00:00,20:00:00,300,0
L13E-R03,20:00:00,22:00:00,600,0
L13E-R04,05:00:00,06:00:00,600,0
L13E-R04,06:00:00,09:00:00,300,0
L13E-R04,09:00:00,16:00:00,600,0
L13E-R04,16:00:00,20:00:00,300,0
L13E-R04,20:00:00,22:00:00,600,0
13C-R01,05:00:00,06:00:00,600,0
13C-R01,06:00:00,09:00:00,300,0
13C-R01,09:00:00,16:00:00,600,0
13C-R01,16:00:00,20:00:00,300,0
13C-R01,20:00:00,22:00:00,600,0
13C-R02,05:00:00,06:00:00,600,0
13C-R02,06:00:00,09:00:00,300,0
13C-R02,09:00:00,16:00:00,600,0
13C-R02,16:00:00,20:00:00,300,0
13C-R02,20:00:00,22:00:00,600,0
13D-R01,05:00:00,06:00:00,600,0
13D-R01,06:00:00,09:00:00,300,0
13D-R01,09:00:00,16:00:00,600,0
13D-R01,16:00:00,20:00:00,300,0
13D-R01,20:00:00,22:00:00,600,0
13D-R02,05:00:00,06:00:00,600,0
13D-R02,06:00:00,09:00:00,300,0
13D-R02,09:00:00,16:00:00,600,0
13D-R02,16:00:00,20:00:00,300,0
13D-R02,20:00:00,22:00:00,600,0
13-R01,05:00:00,06:00:00,180,0
13-R01,06:00:00,09:00:00,90,0
13-R01,09:00:00,16:00:00,180,0
13-R01,16:00:00,20:00:00,90,0
13-R01,20:00:00,22:00:00,180,0
13-R02,05:00:00,06:00:00,180,0
13-R02,06:00:00,09:00:00,90,0
13-R02,09:00:00,16:00:00,180,0
13-R02,16:00:00,20:00:00,90,0
13-R02,20:00:00,22:00:00,180,0
14-R03,05:00:00,06:00:00,1200,0
14-R03,06:00:00,09:00:00,600,0
14-R03,09:00:00,16:00:00,1200,0
14-R03,16:00:00,20:00:00,600,0
14-R03,20:00:00,22:00:00,1200,0
14-R04,05:00:00,06:00:00,1200,0
14-R04,06:00:00,09:00:00,600,0
14-R04,09:00:00,16:00:00,1200,0
14-R04,16:00:00,20:00:00,600,0
14-R04,20:00:00,22:00:00,1200,0
1A-R09,05:00:00,06:00:00,1200,0
1A-R09,06:00:00,09:00:00,600,0
1A-R09,09:00:00,16:00:00,1200,0
1A-R09,16:00:00,20:00:00,600,0
1A-R09,20:00:00,22:00:00,1200,0
1A-R10,05:00:00,06:00:00,1200,0
1A-R10,06:00:00,09:00:00,600,0
1A-R10,09:00:00,16:00:00,1200,0
1A-R10,16:00:00,20:00:00,600,0
1A-R10,20:00:00,22:00:00,1200,0
1B-R01,05:00:00,06:00:00,1200,0
1B-R01,06:00:00,09:00:00,600,0
1B-R01,09:00:00,16:00:00,1200,0
1B-R01,16:00:00,20:00:00,600,0
1B-R01,20:00:00,22:00:00,1200,0
1B-R02,05:00:00,06:00:00,1200,0
1B-R02,06:00:00,09:00:00,600,0
1B-R02,09:00:00,16:00:00,1200,0
1B-R02,16:00:00,20:00:00,600,0
1B-R02,20:00:00,22:00:00,1200,0
1C-R01,05:00:00,06:00:00,1200,0
1C-R01,06:00:00,09:00:00,600,0
1C-R01,09:00:00,16:00:00,1200,0
1C-R01,16:00:00,20:00:00,600,0
1C-R01,20:00:00,22:00:00,1200,0
1C-R02,05:00:00,06:00:00,1200,0
1C-R02,06:00:00,09:00:00,600,0
1C-R02,09:00:00,16:00:00,1200,0
1C-R02,16:00:00,20:00:00,600,0
1C-R02,20:00:00,22:00:00,1200,0
1E-R01,05:00:00,06:00:00,1200,0
1E-R01,06:00:00,09:00:00,600,0
1E-R01,09:00:00,16:00:00,1200,0
1E-R01,16:00:00,20:00:00,600,0
1E-R01,20:00:00,22:00:00,1200,0
1E-R02,05:00:00,06:00:00,1200,0
1E-R02,06:00:00,09:00:00,600,0
1E-R02,09:00:00,16:00:00,1200,0
1E-R02,16:00:00,20:00:00,600,0
1E-R02,20:00:00,22:00:00,1200,0
1F-R01,05:00:00,06:00:00,1200,0
1F-R01,06:00:00,09:00:00,600,0
1F-R01,09:00:00,16:00:00,1200,0
1F-R01,16:00:00,20:00:00,600,0
1F-R01,20:00:00,22:00:00,1200,0
1F-R02,05:00:00,06:00:00,1200,0
1F-R02,06:00:00,09:00:00,600,0
1F-R02,09:00:00,16:00:00,1200,0
1F-R02,16:00:00,20:00:00,600,0
1F-R02,20:00:00,22:00:00,1200,0
1H-R01,05:00:00,06:00:00,1200,0
1H-R01,06:00:00,09:00:00,600,0
1H-R01,09:00:00,16:00:00,1200,0
1H-R01,16:00:00,20:00:00,600,0
1H-R01,20:00:00,22:00:00,1200,0
1H-R02,05:00:00,06:00:00,1200,0
1H-R02,06:00:00,09:00:00,600,0
1H-R02,09:00:00,16:00:00,1200,0
1H-R02,16:00:00,20:00:00,600,0
1H-R02,20:00:00,22:00:00,1200,0
1K-R01,05:00:00,06:00:00,1200,0
1K-R01,06:00:00,09:00:00,600,0
1K-R01,09:00:00,16:00:00,1200,0
1K-R01,16:00:00,20:00:00,600,0
1K-R01,20:00:00,22:00:00,1200,0
1K-R02,05:00:00,06:00:00,1200,0
1K-R02,06:00:00,09:00:00,600,0
1K-R02,09:00:00,16:00:00,1200,0
1K-R02,16:00:00,20:00:00,600,0
1K-R02,20:00:00,22:00:00,1200,0
1M-R01,05:00:00,06:00:00,1200,0
1M-R01,06:00:00,09:00:00,600,0
1M-R01,09:00:00,16:00:00,1200,0
1M-R01,16:00:00,20:00:00,600,0
1M-R01,20:00:00,22:00:00,1200,0
1M-R02,05:00:00,06:00:00,1200,0
1M-R02,06:00:00,09:00:00,600,0
1M-R02,09:00:00,16:00:00,1200,0
1M-R02,16:00:00,20:00:00,600,0
1M-R02,20:00:00,22:00:00,1200,0
1N-R03,05:00:00,06:00:00,1200,0
1N-R03,06:00:00,09:00:00,600,0
1N-R03,09:00:00,16:00:00,1200,0
1N-R03,16:00:00,20:00:00,600,0
1N-R03,20:00:00,22:00:00,1200,0
1N-R04,05:00:00,06:00:00,1200,0
1N-R04,06:00:00,09:00:00,600,0
1N-R04,09:00:00,16:00:00,1200,0
1N-R04,16:00:00,20:00:00,600,0
1N-R04,20:00:00,22:00:00,1200,0
1P-R03,05:00:00,06:00:00,1200,0
1P-R03,06:00:00,09:00:00,600,0
1P-R03,09:00:00,16:00:00,1200,0
1P-R03,16:00:00,20:00:00,600,0
1P-R03,20:00:00,22:00:00,1200,0
1P-R04,05:00:00,06:00:00,1200,0
1P-R04,06:00:00,09:00:00,600,0
1P-R04,09:00:00,16:00:00,1200,0
1P-R04,16:00:00,20:00:00,600,0
1P-R04,20:00:00,22:00:00,1200,0
1Q-R01,05:00:00,06:00:00,1200,0
1Q-R01,06:00:00,09:00:00,600,0
1Q-R01,09:00:00,16:00:00,1200,0
1Q-R01,16:00:00,20:00:00,600,0
1Q-R01,20:00:00,22:00:00,1200,0
1Q-R02,05:00:00,06:00:00,1200,0
1Q-R02,06:00:00,09:00:00,600,0
1Q-R02,09:00:00,16:00:00,1200,0
1Q-R02,16:00:00,20:00:00,600,0
1Q-R02,20:00:00,22:00:00,1200,0
1-R07,05:00:00,06:00:00,180,0
1-R07,06:00:00,09:00:00,90,0
1-R07,09:00:00,16:00:00,180,0
1-R07,16:00:00,20:00:00,90,0
1-R07,20:00:00,22:00:00,180,0
1-R08,05:00:00,06:00:00,180,0
1-R08,06:00:00,09:00:00,90,0
1-R08,09:00:00,16:00:00,180,0
1-R08,16:00:00,20:00:00,90,0
1-R08,20:00:00,22:00:00,180,0
1R-R05,05:00:00,06:00:00,1200,0
1R-R05,06:00:00,09:00:00,600,0
1R-R05,09:00:00,16:00:00,1200,0
1R-R05,16:00:00,20:00:00,600,0
1R-R05,20:00:00,22:00:00,1200,0
1R-R04,05:00:00,06:00:00,1200,0
1R-R04,06:00:00,09:00:00,600,0
1R-R04,09:00:00,16:00:00,1200,0
1R-R04,16:00:00,20:00:00,600,0
1R-R04,20:00:00,22:00:00,1200,0
2B-R03,05:00:00,06:00:00,1200,0
2B-R03,06:00:00,09:00:00,600,0
2B-R03,09:00:00,16:00:00,1200,0
2B-R03,16:00:00,20:00:00,600,0
2B-R03,20:00:00,22:00:00,1200,0
2B-R04,05:00:00,06:00:00,1200,0
2B-R04,06:00:00,09:00:00,600,0
2B-R04,09:00:00,16:00:00,1200,0
2B-R04,16:00:00,20:00:00,600,0
2B-R04,20:00:00,22:00:00,1200,0
2F-R01,05:00:00,06:00:00,1200,0
2F-R01,06:00:00,09:00:00,600,0
2F-R01,09:00:00,16:00:00,1200,0
2F-R01,16:00:00,20:00:00,600,0
2F-R01,20:00:00,22:00:00,1200,0
2F-R03,05:00:00,06:00:00,1200,0
2F-R03,06:00:00,09:00:00,600,0
2F-R03,09:00:00,16:00:00,1200,0
2F-R03,16:00:00,20:00:00,600,0
2F-R03,20:00:00,22:00:00,1200,0
2ST-L02,05:00:00,06:00:00,600,0
2ST-L02,06:00:00,09:00:00,300,0
2ST-L02,09:00:00,16:00:00,600,0
2ST-L02,16:00:00,20:00:00,300,0
2ST-L02,20:00:00,22:00:00,600,0
2P-R05,05:00:00,06:00:00,1200,0
2P-R05,06:00:00,09:00:00,600,0
2P-R05,09:00:00,16:00:00,1200,0
2P-R05,16:00:00,20:00:00,600,0
2P-R05,20:00:00,22:00:00,1200,0
2P-R08,05:00:00,06:00:00,1200,0
2P-R08,06:00:00,09:00:00,600,0
2P-R08,09:00:00,16:00:00,1200,0
2P-R08,16:00:00,20:00:00,600,0
2P-R08,20:00:00,22:00:00,1200,0
2Q-R01,05:00:00,06:00:00,1200,0
2Q-R01,06:00:00,09:00:00,600,0
2Q-R01,09:00:00,16:00:00,1200,0
2Q-R01,16:00:00,20:00:00,600,0
2Q-R01,20:00:00,22:00:00,1200,0
2Q-R02,05:00:00,06:00:00,1200,0
2Q-R02,06:00:00,09:00:00,600,0
2Q-R02,09:00:00,16:00:00,1200,0
2Q-R02,16:00:00,20:00:00,600,0
2Q-R02,20:00:00,22:00:00,1200,0
3A-R01,05:00:00,06:00:00,1200,0
3A-R01,06:00:00,09:00:00,600,0
3A-R01,09:00:00,16:00:00,1200,0
3A-R01,16:00:00,20:00:00,600,0
3A-R01,20:00:00,22:00:00,1200,0
3A-R02,05:00:00,06:00:00,1200,0
3A-R02,06:00:00,09:00:00,600,0
3A-R02,09:00:00,16:00:00,1200,0
3A-R02,16:00:00,20:00:00,600,0
3A-R02,20:00:00,22:00:00,1200,0
3B-R03,05:00:00,06:00:00,1200,0
3B-R03,06:00:00,09:00:00,600,0
3B-R03,09:00:00,16:00:00,1200,0
3B-R03,16:00:00,20:00:00,600,0
3B-R03,20:00:00,22:00:00,1200,0
3B-R04,05:00:00,06:00:00,1200,0
3B-R04,06:00:00,09:00:00,600,0
3B-R04,09:00:00,16:00:00,1200,0
3B-R04,16:00:00,20:00:00,600,0
3B-R04,20:00:00,22:00:00,1200,0
3C-R01,05:00:00,06:00:00,1200,0
3C-R01,06:00:00,09:00:00,600,0
3C-R01,09:00:00,16:00:00,1200,0
3C-R01,16:00:00,20:00:00,600,0
3C-R01,20:00:00,22:00:00,1200,0
3C-R02,05:00:00,06:00:00,1200,0
3C-R02,06:00:00,09:00:00,600,0
3C-R02,09:00:00,16:00:00,1200,0
3C-R02,16:00:00,20:00:00,600,0
3C-R02,20:00:00,22:00:00,1200,0
3E-R04,05:00:00,06:00:00,1200,0
3E-R04,06:00:00,09:00:00,600,0
3E-R04,09:00:00,16:00:00,1200,0
3E-R04,16:00:00,20:00:00,600,0
3E-R04,20:00:00,22:00:00,1200,0
3E-R06,05:00:00,06:00:00,1200,0
3E-R06,06:00:00,09:00:00,600,0
3E-R06,09:00:00,16:00:00,1200,0
3E-R06,16:00:00,20:00:00,600,0
3E-R06,20:00:00,22:00:00,1200,0
3F-R01,05:00:00,06:00:00,600,0
3F-R01,06:00:00,09:00:00,300,0
3F-R01,09:00:00,16:00:00,600,0
3F-R01,16:00:00,20:00:00,300,0
3F-R01,20:00:00,22:00:00,600,0
3F-R02,05:00:00,06:00:00,600,0
3F-R02,06:00:00,09:00:00,300,0
3F-R02,09:00:00,16:00:00,600,0
3F-R02,16:00:00,20:00:00,300,0
3F-R02,20:00:00,22:00:00,600,0
4B-R01,05:00:00,06:00:00,1200,0
4B-R01,06:00:00,09:00:00,600,0
4B-R01,09:00:00,16:00:00,1200,0
4B-R01,16:00:00,20:00:00,600,0
4B-R01,20:00:00,22:00:00,1200,0
4B-R02,05:00:00,06:00:00,1200,0
4B-R02,06:00:00,09:00:00,600,0
4B-R02,09:00:00,16:00:00,1200,0
4B-R02,16:00:00,20:00:00,600,0
4B-R02,20:00:00,22:00:00,1200,0
4C-R01,05:00:00,06:00:00,1200,0
4C-R01,06:00:00,09:00:00,600,0
4C-R01,09:00:00,16:00:00,1200,0
4C-R01,16:00:00,20:00:00,600,0
4C-R01,20:00:00,22:00:00,1200,0
4C-R02,05:00:00,06:00:00,1200,0
4C-R02,06:00:00,09:00:00,600,0
4C-R02,09:00:00,16:00:00,1200,0
4C-R02,16:00:00,20:00:00,600,0
4C-R02,20:00:00,22:00:00,1200,0
4D-R04,05:00:00,06:00:00,600,0
4D-R04,06:00:00,09:00:00,300,0
4D-R04,09:00:00,16:00:00,600,0
4D-R04,16:00:00,20:00:00,300,0
4D-R04,20:00:00,22:00:00,600,0
4D-R06,05:00:00,06:00:00,600,0
4D-R06,06:00:00,09:00:00,300,0
4D-R06,09:00:00,16:00:00,600,0
4D-R06,16:00:00,20:00:00,300,0
4D-R06,20:00:00,22:00:00,600,0
4F-R03,05:00:00,06:00:00,1200,0
4F-R03,06:00:00,09:00:00,600,0
4F-R03,09:00:00,16:00:00,1200,0
4F-R03,16:00:00,20:00:00,600,0
4F-R03,20:00:00,22:00:00,1200,0
4F-R04,05:00:00,06:00:00,1200,0
4F-R04,06:00:00,09:00:00,600,0
4F-R04,09:00:00,16:00:00,1200,0
4F-R04,16:00:00,20:00:00,600,0
4F-R04,20:00:00,22:00:00,1200,0
4-R12,05:00:00,11:00:00,600,0
4-R13,05:00:00,11:00:00,600,0
5B-R05,05:00:00,06:00:00,1200,0
5B-R05,06:00:00,09:00:00,600,0
5B-R05,09:00:00,16:00:00,1200,0
5B-R05,16:00:00,20:00:00,600,0
5B-R05,20:00:00,22:00:00,1200,0
5B-R06,05:00:00,06:00:00,1200,0
5B-R06,06:00:00,09:00:00,600,0
5B-R06,09:00:00,16:00:00,1200,0
5B-R06,16:00:00,20:00:00,600,0
5B-R06,20:00:00,22:00:00,1200,0
5D-R01,05:00:00,06:00:00,600,0
5D-R01,06:00:00,09:00:00,300,0
5D-R01,09:00:00,16:00:00,600,0
5D-R01,16:00:00,20:00:00,300,0
5D-R01,20:00:00,22:00:00,600,0
5D-R02,05:00:00,06:00:00,600,0
5D-R02,06:00:00,09:00:00,300,0
5D-R02,09:00:00,16:00:00,600,0
5D-R02,16:00:00,20:00:00,300,0
5D-R02,20:00:00,22:00:00,600,0
5F-R03,05:00:00,06:00:00,1200,0
5F-R03,06:00:00,09:00:00,600,0
5F-R03,09:00:00,16:00:00,1200,0
5F-R03,16:00:00,20:00:00,600,0
5F-R03,20:00:00,22:00:00,1200,0
5F-R04,05:00:00,06:00:00,1200,0
5F-R04,06:00:00,09:00:00,600,0
5F-R04,09:00:00,16:00:00,1200,0
5F-R04,16:00:00,20:00:00,600,0
5F-R04,20:00:00,22:00:00,1200,0
5M-R05,05:00:00,06:00:00,1200,0
5M-R05,06:00:00,09:00:00,600,0
5M-R05,09:00:00,16:00:00,1200,0
5M-R05,16:00:00,20:00:00,600,0
5M-R05,20:00:00,22:00:00,1200,0
5M-R04,05:00:00,06:00:00,1200,0
5M-R04,06:00:00,09:00:00,600,0
5M-R04,09:00:00,16:00:00,1200,0
5M-R04,16:00:00,20:00:00,600,0
5M-R04,20:00:00,22:00:00,1200,0
5N-R01,05:00:00,06:00:00,1200,0
5N-R01,06:00:00,09:00:00,600,0
5N-R01,09:00:00,16:00:00,1200,0
5N-R01,16:00:00,20:00:00,600,0
5N-R01,20:00:00,22:00:00,1200,0
5N-R02,05:00:00,06:00:00,1200,0
5N-R02,06:00:00,09:00:00,600,0
5N-R02,09:00:00,16:00:00,1200,0
5N-R02,16:00:00,20:00:00,600,0
5N-R02,20:00:00,22:00:00,1200,0
5-R01,05:00:00,06:00:00,300,0
5-R01,06:00:00,09:00:00,150,0
5-R01,09:00:00,16:00:00,300,0
5-R01,16:00:00,20:00:00,150,0
5-R01,20:00:00,22:00:00,300,0
5-R02,05:00:00,06:00:00,300,0
5-R02,06:00:00,09:00:00,150,0
5-R02,09:00:00,16:00:00,300,0
5-R02,16:00:00,20:00:00,150,0
5-R02,20:00:00,22:00:00,300,0
6K-R03,05:00:00,06:00:00,1200,0
6K-R03,06:00:00,09:00:00,600,0
6K-R03,09:00:00,16:00:00,1200,0
6K-R03,16:00:00,20:00:00,600,0
6K-R03,20:00:00,22:00:00,1200,0
6K-R04,05:00:00,06:00:00,1200,0
6K-R04,06:00:00,09:00:00,600,0
6K-R04,09:00:00,16:00:00,1200,0
6K-R04,16:00:00,20:00:00,600,0
6K-R04,20:00:00,22:00:00,1200,0
6D-R03,05:00:00,06:00:00,1200,0
6D-R03,06:00:00,09:00:00,600,0
6D-R03,09:00:00,16:00:00,1200,0
6D-R03,16:00:00,20:00:00,600,0
6D-R03,20:00:00,22:00:00,1200,0
6D-R04,05:00:00,06:00:00,1200,0
6D-R04,06:00:00,09:00:00,600,0
6D-R04,09:00:00,16:00:00,1200,0
6D-R04,16:00:00,20:00:00,600,0
6D-R04,20:00:00,22:00:00,1200,0
6H-R05,05:00:00,06:00:00,1200,0
6H-R05,06:00:00,09:00:00,600,0
6H-R05,09:00:00,16:00:00,1200,0
6H-R05,16:00:00,20:00:00,600,0
6H-R05,20:00:00,22:00:00,1200,0
6H-R04,05:00:00,06:00:00,1200,0
6H-R04,06:00:00,09:00:00,600,0
6H-R04,09:00:00,16:00:00,1200,0
6H-R04,16:00:00,20:00:00,600,0
6H-R04,20:00:00,22:00:00,1200,0
6M-R01,05:00:00,06:00:00,1200,0
6M-R01,06:00:00,09:00:00,600,0
6M-R01,09:00:00,16:00:00,1200,0
6M-R01,16:00:00,20:00:00,600,0
6M-R01,20:00:00,22:00:00,1200,0
6M-R02,05:00:00,06:00:00,1200,0
6M-R02,06:00:00,09:00:00,600,0
6M-R02,09:00:00,16:00:00,1200,0
6M-R02,16:00:00,20:00:00,600,0
6M-R02,20:00:00,22:00:00,1200,0
6N-R05,05:00:00,06:00:00,1200,0
6N-R05,06:00:00,09:00:00,600,0
6N-R05,09:00:00,16:00:00,1200,0
6N-R05,16:00:00,20:00:00,600,0
6N-R05,20:00:00,22:00:00,1200,0
6N-R06,05:00:00,06:00:00,1200,0
6N-R06,06:00:00,09:00:00,600,0
6N-R06,09:00:00,16:00:00,1200,0
6N-R06,16:00:00,20:00:00,600,0
6N-R06,20:00:00,22:00:00,1200,0
6P-R01,05:00:00,06:00:00,1200,0
6P-R01,06:00:00,09:00:00,600,0
6P-R01,09:00:00,16:00:00,1200,0
6P-R01,16:00:00,20:00:00,600,0
6P-R01,20:00:00,22:00:00,1200,0
6P-R02,05:00:00,06:00:00,1200,0
6P-R02,06:00:00,09:00:00,600,0
6P-R02,09:00:00,16:00:00,1200,0
6P-R02,16:00:00,20:00:00,600,0
6P-R02,20:00:00,22:00:00,1200,0
6U-R01,05:00:00,06:00:00,1200,0
